课堂上学生对我讲述的内容提出了质疑，并当场跟我辩论，让我很下不来台，我该如何应对？,张群智老师解答：积极应对质疑，鼓励学生思辨一.鼓励学生在思辨中成长建议您给孩子写一封信，可以表达以下类似的言语。亲爱的孩子，当你对我的观点表示质疑的时候，我知道你开始用自己的头脑来思考世界了，不会随意盲从别人。这个世界没有人是绝对的权威，尤其在知识面前，我为你鼓掌。人们会在思辨中成长，那是一种思想和精神的成长。辩论使得事情得到分别，使得事情更清晰和澄澈。所以，我欢迎你来和我辩论，如果有充分的时间和更好的场合，我们还可以辩论更久，使得问题更加透彻。我欢迎你的辩论，我们还可以把某些值得辩论的问题梳理出来，开个班级辩论赛。我希望那个时候，你的辩论是有充分的依据来支撑，你的思维就像一条奔跑的长风，无比的灵活，但在拐角的地方，会戛然而止。也许你会发现，经过辩论，或许我们自己的思考也亟待完善和发展。二．积极应对质疑，与学生共同成长1.作为教师，需要擅于应对质疑，教师的职业要求具备一个强大的技能，就是反应灵活；具备一个核心的素养，就是善于调控自己的情绪和转化氛围。2.一个学生突然和我争辩，说明他很在乎我的观点和反应。3.如果我能以理服人，那是令我和对方都很开心的事情。我要学习如何去表达明白，增强我的思维灵活性。４.遇到善于挑战老师的学生都是老师成长的契机，我很珍惜这个契机。５.我要经常走入学生中，了解他们的所思所想，思考我如何更好地在精神上引领他们成长。同时，我也能从他们身上学习到更多的东西。６.陪伴孩子成长是幸福的，因为他们不是一堆木偶，他们有思想、有思考，有时候促使我无法倦怠，当我不断应对一切的时候，我发现自己会变得更加聪慧和博大。我喜欢与学生产生思想的碰撞，并愿意迎接它的到来。
孩子上课好动，该怎么办?,先了解什么原因好动，是多动症，还是叛逆不听话，具体问题需要具体对待解决。
小学生的美术课，有更好的评价方式吗？调动学生的积极性，我想看到学生们对美术课的热情！,首先我觉得小学还得分阶段适当评价，1-3年级可以用老师的小作品奖励，例如剪纸（与时俱进，学生喜爱）等，4-6年级我认为可用艺术表现力更强的作品，或者学生画展（小中大规模），还要了解学生一段时期最感兴趣最流行的话题，比如王者荣耀，比如教师画的英雄人物，可进行奖励。总结：抓住学生的兴趣，进行有效奖励。解决方案：请这位老师思考，如何因材施教吧
学生上课接话严重，怎么办？,这是一个习惯的问题。你要说明自己对他们的要求，做的好的予以鼓励，做不好的对他严厉批评。
如何面对学生不按时完成作业的问题？,首先分析不完成的原因方法：1 询问学生真实原因         2 与家长沟通了解         3 教师主观预测我的预测：1 不想 懒2 不会 学困3 忘记 习惯差解决方案：请这位老师思考，如何因材施教吧
在平时的教学中怎么培养孩子阅读习惯？,我们采用过师生共读的形式，大概用一个月的时间老师和学生共同读一本书。可以花2周左右时间初读，积累好词好句，用概念图绘制内容结构；再花3周左右进行个性化品读，学生形成自己的观点，提出困惑； 第三步是用1-2周时间进行群体研读，开展读书交流会、辩论会等形式；最后反思回读，可以让学生以多种形式展现阅读成果。这样可以训练学生的阅读习惯和方法。
学生不交作业怎么办？,这种情况是普遍存在的问题，学生不做作业，学习就跟不上。对于这个问题，应该采取个别谈话和家访的方法，了解学生的难处，一同解决困难，进行分类作业，会有效果。
怎么做才能做到学生心里最好的老师？,只要你用功，为学生好他们自然会喜欢你的！
如何给低段孩子开展阅读教学？,我刚从低段上来，我给学生们准备的是绘本。我采取的方式是用教育戏剧来讲解绘本，激发学生学习的兴趣，然后运用绘本奖励法，课堂上完成自己任务的同学就可以奖励绘本进行阅读，再次提升阅读的兴趣。最后指导学生尝试进行绘本创作，还是很有效果的。
面对形形色色的问题学生，该如何转化教育？,俗话说：“人上一百，形形色色，林子大了，什么鸟都有”。班级里也是一样，几十个学生成绩上有优秀的、有后进的；个性上有听话的、也有调皮的。前类学生不用老师操劳，而后者却让老师们伤透脑筋，费尽心思。调皮的学生一般都 学习成绩 不是很好，对学习不感兴趣，上课不光自己不认真听讲还经常影响其他的同学，违规违纪总少不了他们的份，真有那种“一颗耗子是打破一锅汤”现象。但是，作为教师，不可能任其发展，更不可能放弃他们。如何管理好教育好这些调皮生，我们可以尝试以下一些做法。1.多沟通；2.多理解；3.多表扬；
如何对学生的数学思维能力进行培养？,针对不同的孩子，用不同的方法。
对于每个孩子的闪光点，如何因势导利？,每个孩子都想做老师眼中优秀的孩子，擅于发现孩子的特点和长处，增强他们的优势。作为老师，要随时发现孩子的长处，优点，并且要及时表扬，培养孩子的自信。孩子一有闪光点，及时发现及时表扬，（学习也好纪律也好劳动也好）久而久之孩子做事就会很有信心，做事有兴趣，还会有好的办法解决问题。一句话，兴趣才是孩子最好的老师。所以我们要好好培养孩子自信心，兴趣。
请问在参赛课上有个环节是辩论会，如何掌控辩论时需要教师提前做什么准备？,我觉得:教师可根据时间来允许学生的辩论次数，尤其教师要在有辩手要激动的情况前，表扬对方的辩手既没有人身攻击也没有过格的语言，也可以问学生你们喜欢这样的文明辩手吗？但教师不可以直说我不喜欢这样的过激辩论。再一个就是教师要在课前多下功夫查找双方辩手可能要说的论据，做到心里有数，在真正辩论时可以往我们要得到的结论上引导。
五年级的孩子，基础只有二年级学生的知识，这个怎么办？,这个可能要分层差异化对待了，在布置作业和要求上可能要循序渐进，慢慢来。
音乐课纪律不好怎么办？学生不愿意学习乐理知识，不喜欢上欣赏课怎么办？,我觉得课堂的各个环节都要有明确的要求。要一步一步地反复、耐心地讲述给学生听，还要做示范。规则是不可能讲一遍学生都能遵守的，这个和学生掌握知识是一个道理，需要讲解、复习、测试、点评，经过若干次循环，学生方可养成良好的习惯。
如何布置有效的数学作业？,每天出几道计算题。
什么样的家庭作业即有效又有趣呢？,"朱虹老师解答：感知作业的趣味，感兴趣地做作业教书多年，老师们总会为一些孩子不爱做作业而头疼过。有的孩子不认真完成作业，应付差事；有的干脆落写、忘写、拒写。为什么？作业多写不过来？作业难不会做？写着累很想玩？觉得没意思或者没用……总之，没有热情和动力，反倒是一做作业就疲疲蹋蹋，很不情愿，尤其是反复写的作业。老师着急，家长也管得心焦力瘁。不指责、不放弃，寻找孩子不爱做作业的原因。是作业部署不当，还是课堂教学效果不良导致孩子未学会？是孩子的学习动机待激发，还是学习方法待更新？是写作业的物理环境创设不足，还是心理需要未被关注？找准原因才能有的放矢。吾吉玛老师认为不是孩子不爱写作业。曾辉老师说是中国式的作业缺少操作性、实践性。这些说法提示我们重视孩子天生的学习力和热情，同时要精心寻找适合不同孩子的、多样的解决之道。什么样的家庭作业即有效又有趣？老师们针对这两个标准：有效、有趣，提出了很多看法，也贡献了很多做法。一．作业的内容与形式1.贴近生活。将学科知识与生活紧密联系，学习的根本在于为生活服务，达成“学以致用”的目标。作业不应只是简单、机械的抄写和死记硬背的练习，应包括发生在学校内外、有助于身心成长的经验。安心、刘文晶、阳廷信、蔡丽青、马红梅老师都提到这样的观点。2.少而精。作业不在于数量而在于质量，边秀艳、曹亚迪、蔡飞、赵华丽、朱华灵、杜洁慧、景昀、廖亮老师都提到这个观点。阳廷信老师认为一是作业的量要合适，量大了，学生费时过多，负担过重；量少了，达不到巩固的基本要求。二是作业的难易要适中，过难的题目，学生无从着手，要么敷衍了事，要么直接不做；过分简单了，也失去做的价值。侯学琴老师提出能促进学生举一反三，培养其思维能力的作业是精品。3.趣味性。边秀艳老师说知识性与趣味性的融合，让学生展开丰富的想象和实践，深入挖掘自己的兴趣点，并通过多种方式把它表现出来，培养学生的探索精神、实践能力及参与意识。4.合理化，即要分层，加强针对性。可根据学生学习情况设计作业，注重学生智力因素差异，帮助学生在自己的“最近发展区”获得最大发展，这需要老师的细心、耐心和爱心。阿勒腾格尔丽、肖泽强、肖静、李慧、郭渊、何燕灵、安心老师都提出类似观点。5.变化性。董晶老师说如果教师每次布置的作业都一成不变，时间长了,学生就会对作业慢慢地失去兴趣,好奇心就会慢慢地被抹杀。麻送海老师提到创意的问题，刘文晶老师认为可兼具挑战性。6.多元化、多样化。安心老师说单纯的纸质作业不能满足学生的需求，综合性、实践性作业和各种学习软件更让孩子们产生兴趣，更有助于知识的巩固和学习能力的提升。蔡丽青老师设计作业的形式包括读书、听广播等，以逐步培养学生的自信心和成就感。7.充分考虑学生年龄特点。吴洁老师认为小学生天真活泼特别爱做游戏，游戏式作业将所学的知识蕴涵于游戏中；如数学作业“乘法口诀”，可以设计“对口令”的游戏，让学生与家长玩，这样不仅使学生感觉到数学作业是一个游戏的天地，也增进了亲子情感。潘海鹰老师举例说一年级的拼音或生字巩固练习，可以采用比较有趣的图案进行填空。培养孩子的动手能力，比如讲《有趣的树叶》，可以让学生做树叶贴画。边秀艳老师列举可以做手抄报，手抄报的内容可以老师根据需要制订。孙润萍老师会布置引导孩子主动探索自己内心的作业，如写观察日记、做社会小调查、帮父母做一件事、拜访朋友等，以帮助孩子加强自我认知并主动表现，进一步形成个性、树立信心。李朝霞老师的经验很值得深思，要始终思考布置作业的目的是什么？留作业要达到什么效果？这样才知道布置什么作业，应该怎样布置作业。二．写作业的过程也是培养孩子好习惯的过程对于孩子来说完成作业也是习惯养成的一部分，有经验的老师们提出情绪安抚、状态调整在先，同时注意方式、方法。吾吉玛老师建议写作业前成人需先跟孩子聊一聊，说说话，让孩子放松放松，用几分钟的时间玩一会儿游戏等等。时间太长或者太多无效重复也会让孩子倦怠，成人需随时关注，用变换内容、适量休息、简单交流等方式加以调整。人们常说，“一张一弛，文武之道”，这也是科学用脑的要求。多鼓励、多表扬，孩子才会持续认真完成作业的好行为。使用小组合作的策略。根据孩子们的写字、绘画等爱好分工，学生间互相监督、支持；笔答与操作相结合。同时，可以课前来个多样竞赛，坚持一周后评出周冠军发奖品以资鼓励。根据需要，家长与孩子一起完成部分作业，或者跟孩子进行比赛。如让孩子背古诗，家长也可以跟他一起背，以激发孩子的学习兴趣。边秀艳、麻送海、李慧、石胜杰、肖静老师提出这样的观点。在这个过程中，成人的即时反馈很重要。合理地运用即时反馈，对激励和强化孩子优质高效完成作业有重要的作用。有人说：“人类任何有意识的活动无不含有反馈。极而言之，没有反馈就没有智慧，既不懂学习，更不懂创造。”孩子要透过反馈加以自我调控，但反馈绝不是批驳和成人不假思索的动手修改。配合适当的奖励或惩罚，可强化学生对做作业的正向态度。学习反馈，是学习过程中重要的一环。 三．以趣促效和以效养趣    学习是一个过程，应由经验引起个体知识、行为、态度及动机等方面的持久变化，故课后作业作为温习巩固、实践检验的载体不可或缺。 老师研究布置什么样的作业，怎样布置作业，还要研究学生喜欢什么样的作业，学科学习需要什么样的作业。不同学段有不同要求，如小学知识的呈现形式和数量，中学学科的难度和方法手段等，老师都要充分考虑。老师还需研究学生做作业的过程，有计划、有针对性地帮助学生调控，并促使其最终达成自我监控。调控过程，孩子是主体，老师、家长需各负其责、相互配合，共同引导。成人既要关注孩子情绪，也要关注方式方法，可以平时多帮孩子练内功，即培养专注力、控制力，提升效能感。做作业的效从哪里来？管理时间，着眼效率，认真对待。从一开始就养成好习惯，认真对待作业，随时改进做作业的过程，取得不错的成绩，形成良性循环。心理学家盖兹说：“没有什么东西比成功更能增加个人的满足感了；也没有什么东西比成功更能鼓起个人进一步追求成功的努力了。”作业中的趣从哪里来？一般来说不是作业有趣，而是学生感觉有趣。所以，改善状况就须帮学生调动自身，由内而外产生兴趣。同时，老师不要指望孩子们对所有的作业都感兴趣，但要帮学生看到，对作业持积极态度可能会产生创造性地方法，感知作业的趣味性。不只是去做感兴趣的作业，而要感兴趣地去做该做的作业，这是学生要学会的。《论语·学而》中记载，孔子曰:""学而时习之，不亦说乎? ""我国古代学者也曾把一个人的学习兴趣由低到高分为三个层次：知学——好学——乐学。设计有效又有趣的作业是达成最高境界的路径之一。"
为什么现在的学生越来越被动学习？,因为学生的自学时间少了，教师讲得多了。为什么现在学生有很多人不爱学习？答因为学生入学早了，不准留级，授课时间多，被关闭太多，自学和玩的时间少了，没有必要的劳动。集中办学不适应农村教育了。
体育活动课如何加入微课，加到哪个环节？,微课可以加到课前作为预习，了解一些事实层面的知识，可以是动作要领之类的。可以提供一个学习任务单辅助理解和学习。
如何调动孩子的学习兴趣？,邢艳老师解答：如何提高学生学习兴趣呢 ？我觉得不仅仅靠课堂教学，更需要老师有丰富的知识，或博学多才，或激情澎湃，我相信前不久一位语文老师的《将进酒》视频应该引起大家的关注，这位老师的学生爱学语文，因为老师的魅力足足的吸引住了他们。所以，高中老师们虽然高考压力很大，但是灵活的教学方式也必不可少。我认为一要改变传统的课堂模式，不要“满堂灌”、“一言堂”；二要在课堂上多给学生实践的机会，让学生学中思，动中长，使课堂充满生机；三要在课堂上举办与学科有关的竞赛、演讲等活动，寓教于乐，促进学生的学习兴趣。总之，兴趣是学生最好的老师，动力是学生进步的风帆。当学生从“让我学”，变成“我要学”的时候，一切问题就都能够刃而解了。
对班级里的学困生怎样进行辅导？,多的话，抓准两个，课上盯住，课上没学会的知识点课下一定辅导会了，抽空再出同样的题。在做练习题的过程中，遇到此类型题，还提问这个孩子。
学生写字的姿态如何教正？,"“林文正姿笔”很好用的，我们学校的好多学生用，价格美丽。小、中、高学生，甚至大学生都喜欢用的。"
对于九年级学生的厌学情绪，有什么好方法解决或激励学生？,努力成为他们认可并钦佩的人，打开心扉，再“晓之以理，动之以情”，让其认识学习重要性。学生的成长如孵化中的小鸡，如果一味地试图从外部打破只能换来毁灭性的破坏 ，而注意温度，静待破壳，让其凭借自己的力量从内部打破，才叫成长。
课堂总是乱糟糟，有哪些课堂管理的小妙招？,张群智老师解答：提高教师的课堂管理能力课堂乱糟糟，怎么办？本期以一问激发七个反问的方式回答。反问1：课堂为什么乱糟糟？课堂为什么乱糟糟呢？有的课堂是因为教师讲课去无法趣味性，导致乱糟糟；有的课堂是因为教师教学节奏无法和学生合拍，导致乱糟糟；有的课堂是因为缺乏一些基本的管理策略，导致乱糟糟；有的课堂是因为突发了一些吸引学生注意的事件，导致乱糟糟；有的课堂是一贯乱，有的课堂是偶尔乱，有的是个别乱……如果我的课堂乱糟糟，其他科任老师到我班上课，也乱糟糟吗？是个别的学生在捣乱？还是所有的学生都在乱哄哄？……这就是对研究问题的起点，不同的乱法不同的时间、地点和对象就有不同的解释。我们需要访谈其他的老师和学生，来问出真实的感受，了解真相。反问2：你管理课堂的策略是什么？不同的老师有不同的管理策略，不同的课堂有不同的管理策略。你是一个怎样的教师？你的策略和你的特质是否匹配？照搬别人的经验往往失败。无论如何不能没有课堂管理策略。有的老师善于使用口令管理课堂；有的老师善于运用积分奖励管理课堂；有的老师善于运用有趣的活动管理课堂，促使大家都参与；有的老师发挥自己的个人风格和教学魅力来激发大家不走神，不接话茬；有些老师做过课前一分钟冥想，使得教学总是在安静的时刻发生。那么，你的呢？反问3：哪个学生是引起课堂乱的核心？如果有这样一个学生存在，你是否了解这个学生，他为什么坐不住？你和心理老师聊过他吗？你去家访调查过他吗？你和他是如何谈心的？你下一步准备如何引导他？你和他有教室协议吗？如果他有点进步，你的奖励是什么？反问4：哪几个学生最能帮助你管理班级和课堂？你是如何发挥班干部的作用的？同伴引领会产生奇迹作用，你是否注意到了呢？你和班干部们如何探讨这个问题的？你们讨论的结果和解决的策略是什么？谁去影响谁，最合适？谁在什么课堂做纪律观察和提示员最合适？别小瞧孩子，如果你调动了他们的积极性，他们很有能力。反问5：你开过课堂纪律相关的主题班会或教育活动吗？ 班会是为解决班级问题存在的。你是如何发掘家长和学生的优势来设计这个班会的？儿童特别容易受到集体的影响，班会如何建立集体的影响力和关于自律的导向。这样的活动如果成功，会唤醒学生的觉悟。反问6：你的班级有课堂纪律规则吗？在儿童长大的过程中，逐渐从对规则的服从和不服从，发展到对建立规则的兴趣和能力，你是否和学生们一起建立课堂规则？你保障每个人都平等参与和发言了吗？这个规则是严肃的，惩罚的措施既有利于引导学生，也有利于学生为了避免惩罚而养成自觉性。反问7：你是如何建立自己在同学中的威望和威信的？一个有威望的老师其身上有一种磁场，会很好地抓住学生。你发挥自己的特长，使得自己得到学生的喜欢了吗？你有把学生当做师生朋友的时候吗？你有告诉他们如果纪律不好，你的感受如何吗？你有让他们体验到你的感受吗，你激发他们的同理心，引导他们体验别人的感受，如何进行情境设计的呢？……我想，当你思考我问出的这些问题的时候，你就会慢慢拨开阴霾，看到了一条晴朗的路。你一定开始准备行动了，无论你从哪里入手，教育都不是一个简单的问题。没有现成的药片和制剂，都是根据您的班级情况来研发。您可以和学生一起来解决课堂的问题，那不是您自己的问题，是您和孩子们面对的共同问题，一起努力吧。
我是六年级毕业班的语文老师，有些孩子基础太差，该如何提高他们的成绩？,分层教学，给基础差的孩子制定适合他们的目标。
如何在常规教学中培养尖子生？,应该是让每个孩子发挥自身的优势，再增强优势。拓展资源很重要
遇到精神有问题的学生怎么办？,与家长沟通，搞清孩子到底什么问题。
如何培养孩子的预习习惯?,设置一些导学单，也可以找一下微课，让学习观看，引发学生兴趣。
学生对待考试没有端正的态度，对学习不感兴趣我们如何怎样引导？,考试前不要给孩子太大的压力，因为他知道考不好又要挨训，甚至父母和老师都骂他打他 连他的同学都看不起他。所以你对孩子说说心里话，让他做自己喜欢的事情。现在的孩子不喜欢有人约束他。
孩子学习没兴趣，怎样让被动学习变为主动学习？,亲其师，信其道。学生往往是喜欢某科老师，就会喜欢这一学科。所以要求老师们要增强自身修养和个人魅力，做专家型、研究型的教师。上课要讲究艺术。多用幽默的话语来启迪学生的智慧，以此来提高学生的兴趣。
如何开发语文课程资源,语文培养阅读习惯很重要，可以找一些与单元和课文相关的拓展阅读资源，打印和放在PPT里让学生看都可以。
请教各位数学同仁，画线段的延长线用实线还是虚线？,画线段的延长线我认为应该画实线，作图时高应该画虚线。
怎样让一年级新生学会识谱,跟语文教学拼音类似，设置一些游戏，老师可以编一些顺口溜。
小学六年级的学生，对于老师的批评教育总是抱着无所谓的态度，有什么更好的办法引导学生？,有此类心理的学生往往是屡犯错误，自我控制力较差的学生。由于屡受批评，产生了对立心理。此种情况下，教师可以用好的单独谈话的方式慢慢引导。一是用事实说话；二是心理准备，无论什么情况都心平气和，可以创设一些让学生感到的情境。
高中孩子缺乏学习热情怎么办？,如果孩子缺乏学习的热情，需要考量他的学习动机。他是不是觉得目标很难实现？选择符合孩子最近发展区的任务。
有什么好的方法让学生喜欢你，并且特别听你的话？,我觉得只要孩子们长大了，想到我们的时候能够认可就够了。孩子的心智不够成熟，喜欢和听话也不能作为评价一个老师的标准。想得到学生的认可还是要做到关注和了解每一个学生，才能对症下药。所以当一名好老师挺难的。
怎样挽救学习不好的学生。,你可能突然发现，孩子的个头像雨后春笋般疯长，孩子床头的童话类书换成了武打言情类书了，孩子开始犟嘴了，以前挺乖的孩子变得脾气大了，在外惹事的时候多了，上网玩游戏的概率大了，在镜子前停留的时间长了，对自己的穿着要求高了，对异性关注得多了……这时，我告诉你，你的宝贝已经长大了，由顽皮的儿童时代进入了懵懂的少年时代。随着生活水平的不断提高，孩子的青春期逐渐提前是不争的事实。现在，大部分女孩在11岁、男孩在13岁左右开始进入青春期，孩子们的身体在变、思想在变、观念在变，家长的教育方法也要变，如果孩子第一次给你讲少男少女的趣事，你冲着孩子大骂：“不去学好，成天关心那些事情，看你长大还有什么出息！”完了，孩子以后再也不会给你说心里话。如果你循循善诱：“是吗？那他喜欢她什么呢？你对这件事有什么看法呢？”引出孩子的真实想法来，然后进行引导教育，效果要好得多。一句话，做孩子的朋友，是走进孩子心灵的钥匙。家长不要急于表达自己的说教，先要耐心地倾听，设身处地站在孩子的角度去思考问题，这样就会跟孩子拉近距离。青春期生理卫生、青春期心理卫生、青春期性教育等，是家长给孩子必上的一课，最好在青春期前就有铺垫。男孩由爸爸指导，女孩由妈妈指导比较方便，家长借为孩子搓澡的机会，大大方方给孩子讲解生理结构、青春期后的变化、如何保护其健康，以消除恐惧感和神秘感。在日常生活中，有意识地找机会引导其健康的青春期心理。初二的女儿，竟要求我开家长会时穿什么衣服，梳什么发型，系什么围巾最漂亮，巴不得自己的妈妈是同学的妈妈中最漂亮的一个，我及时引导孩子的价值观、审美观；看见孩子专注地照镜子，家长借机夸奖孩子英俊漂亮，女孩得到来自父亲的夸奖，会增加自信和勇气，男孩得到母亲的夸奖，会变得儒雅而刚强。一家人出去散步，爸爸妈妈挽着手的亲昵，在家父母亲互相体贴的温馨，都给孩子一种安全温暖祥和的信息。青春期的性教育非常重要，从了解性器官、卫生保健、到性行为的后果、责任、义务等都要讲到。如果面对面讲有些难为情，找一些有关的文章放在孩子的床头也是一种可取的方法。青春期孩子早恋是乎越来越低龄化。上五年级的孩子，在同学之间就有公开叫“老公”、“老婆”的现象，当然，多数是“过家家”，闹着玩，家长也没有在意，如果家长不及时引导，很有可能玩出火来。我女儿在初三时就遇到有男孩约会，我发现后，把她叫到自己的小屋，微笑着说：“我发现你现在越来越漂亮，学习成绩又好，班干部工作做得很出色，而且性格也好，如果我是个男孩，我也会喜欢你。”女儿听懂了我的潜台词，立即辩解说：“是他叫我的，我们只谈学习。”我立即说：“谈学习以外的也正常，如果在你们这个年龄，对优秀的异性没有一点感觉，我还担心我的女儿不正常呢？”女儿看我这样和颜悦色，也就有耐心继续听我说教：“摆在我们面前的有三种选择，第一：如果将来打算在东营发展，你现在就可以不读书了，到时扫扫地，看个门，等几年找个相当的人嫁了；第二，如果想到省城济南去发展，你得有一技之长，学到吃饭的本领，到时找个相当的人嫁了；第三，如果想到首都北京、甚至出国留学、就业，你必须上一所好大学，攻得一两个学位，到时找个相当的人嫁了。”女儿听后哈哈大笑，说：“我当然要找最后那个‘相当的人嫁了”’。我们俩在轻松愉快的气氛下一致同意：不再和那个男孩约会，要为“好大学”而战。我乘胜追击：“现在你认为他挺优秀，等你到了重点高中、重点大学、甚至参加工作后，你才会发现，你过去的目光多么短浅，你过去的想法多么幼稚，天涯何处无芳草！”经过我如此点拨，女儿一直到高中都只和男同学建立正常的友情。对早恋这个敏感的问题，家长的方式方法非常重要，既不要谈及色变，也不要听之任之，它像洪水一样，只能疏不能堵。青春期的另一个问题是网瘾成性、打架斗殴。这样的孩子大部分是由于家庭缺失爱。孩子得不到温暖，就要发泄怨愤，于是欺弱斗小，以打败对手为满足；孩子得不到父母和老师的赏识，找不到自信，就到虚拟的网络游戏里寻找刺激、过关斩将，成为英雄。我们的父母，只看到结果，没找到原因，结果粗暴干涉，毫无效果。给孩子多一点点爱吧，迷途的孩子就会重返家园。我们有许多的父母，平时以工作忙为借口，平时对孩子的成长关心不够，有的甚至不闻不问，让他“自由成长”，一旦考试成绩不好、出了问题才着急已经晚了。特别是有些父亲，由于工作和社交的关系，应酬多，无暇顾及孩子，甚至一天跟孩子都很少说话，这对孩子的成长极为不利。我建议父母，再忙也要把孩子的成长放在第一位，一天至少有一个小时的时间跟孩子在一起，至少有半个小时的时间跟孩子说说话。孩子得不到父亲的关爱，会变得柔弱胆小，除非母亲有意识培养孩子刚强的性格。
老师如何更好的和青春期的孩子相处？,进入青春发育期的孩子，除了生理上的变化以外，更主要的表现在心理上的突然变化，具体表现在这样几个方面：   １、自我意识在这一时期出现质的变化。青春期的孩子对于“自我”的体验和感受前所未有地清醒。如果说，儿童对自己的认识和评价基本是服从成人意见的，那么，青春期的孩子则完全不同了。他们对自己产生了强烈的兴趣，热衷于思考自己的优点、缺点、特点......显得十分“自恋”，同时又经常夸大自己的缺陷，因为自己不够“完美”而沮丧。   ２、独立性增强。进入青春期的孩子总是希望得到他人的承认和尊重，希望摆脱成人的约束，渴望独立。   ３、感情的变化非常显著。他们既“多愁善感”又“喜怒无常”这常常令我们家长手足无措。感情的多变是与感情的深化共同发生的，在这一时期孩子们已经开始产生和感受到许多细腻复杂的感情。   ４、开始关注同龄人之间的交往。同龄人之间的关系是这一时期生活中十分重要的内容。任何一个青春期的孩子都不可能脱离同龄人的影响，总是将彼此之间的交往与认可看得极为重要。   ５、与成人世界的关系开始变化。青春期的孩子不愿意再像“小孩子”一样服从家长和老师，他们希望获得像“大人”一样的权利，因此经常固执地与父母顶撞。   ６、性意识的萌动与性别角色的深化。无论男孩还是女孩，都非常关心自己性别角色的完美程度、被他人接受和欣赏的程度：够不够帅、是不是漂亮、能不能引人注意等等。都渴望了解异性，希望得到来自异性的友谊，开始憧憬爱情.....
